slug,title_len,title_core_len,title_suffix,h1_count,h2_count,h2_question,h2_numbered,body_chars,keypoints,keypoints_is_toc,keypoints_has_target,visible_pubdate,visible_moddate,visible_author,ld_types,ld_blocks,has_faqpage,faq_q_ld,faq_q_body,faq_h2,author_by_id,tel_in_ld,wordcount_ld,datePublished,dateModified,mod_eq_pub,age_days,related_cards,inbody_blog_links,ext_domains,ext_list,cta_coconala_text_to_contact,cta_links,img_count,img_no_wh,img_no_alt,img_non_webp,img_no_lazy,ga4_config,clarity,canonical,canonical_ok,n_200社,n_110社,n_70社,"n_3,000円","n_¥10,000","n_10,000円",n_1万円,intro_chars,has_evidence_words
claude-code-smarthr-integration,57,34,True,1,9,0,7,3160,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3420,2026-05-25,2026-05-25,True,108,3,0,0,,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-smarthr-integration.html,True,0,0,0,0,1,0,0,533,0
claude-code-spec-change-log,45,22,True,1,11,0,0,4928,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5074,2026-09-05,2026-09-05,True,5,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-spec-change-log.html,True,0,0,0,0,0,0,0,703,0
claude-code-square-integration,66,43,True,1,9,0,7,3178,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3537,2026-06-03,2026-06-03,True,99,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-square-integration.html,True,0,0,0,0,1,0,0,498,0
claude-code-stores-integration,66,43,True,1,10,0,7,3124,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3339,2026-06-23,2026-06-23,True,79,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-stores-integration.html,True,1,0,0,0,1,0,0,494,0
claude-code-stripe-integration,59,36,True,1,10,0,7,4089,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4402,2026-04-25,2026-04-25,True,138,3,0,0,,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-stripe-integration.html,True,0,0,0,0,1,0,0,673,1
claude-code-subagent-team,53,30,True,1,8,0,5,2414,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,2686,2026-04-19,2026-04-19,True,144,3,0,0,,0,相談してみる→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-subagent-team.html,True,1,0,0,0,1,0,0,412,2
claude-code-subcontractor-track-record,52,29,True,1,11,0,0,5544,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5680,2026-09-10,2026-09-10,True,0,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-subcontractor-track-record.html,True,0,0,0,0,0,0,0,787,0
claude-code-subsidy-application-support,47,24,True,1,11,0,0,3848,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4092,2026-08-19,2026-08-19,True,22,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-subsidy-application-support.html,True,2,0,0,0,0,0,0,394,1
claude-code-survey-freetext-analysis,53,30,True,1,11,0,0,4137,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4371,2026-08-22,2026-08-22,True,19,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-survey-freetext-analysis.html,True,1,0,0,0,0,0,0,487,1
claude-code-tabelog-integration,60,37,True,1,10,0,7,3322,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3549,2026-06-28,2026-06-28,True,74,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-tabelog-integration.html,True,1,0,0,0,0,0,0,522,2
claude-code-task-delegation-boundary,54,31,True,1,12,0,7,2960,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3081,2026-08-07,2026-08-07,True,34,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-task-delegation-boundary.html,True,1,0,0,0,0,0,0,388,1
claude-code-team-parallel-execution,55,32,True,1,10,0,0,2831,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3159,2026-04-30,2026-04-30,True,133,3,0,0,,0,無料相談はこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-team-parallel-execution.html,True,1,0,0,0,0,0,0,600,1
claude-code-threads-integration,61,38,True,1,9,0,6,2907,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3003,2026-07-18,2026-07-18,True,54,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-threads-integration.html,True,1,0,0,0,0,0,0,504,0
claude-code-tiktok-integration,67,44,True,1,10,0,7,3361,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3578,2026-07-02,2026-07-02,True,70,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-tiktok-integration.html,True,1,0,0,0,1,0,0,530,1
claude-code-timee-integration,57,34,True,1,12,0,7,4300,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4387,2026-07-27,2026-07-27,True,45,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-timee-integration.html,True,1,0,0,0,1,0,0,532,0
claude-code-todoist-integration,63,40,True,1,10,0,7,4056,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4345,2026-07-09,2026-07-09,True,63,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-todoist-integration.html,True,2,0,0,0,1,0,0,488,2
claude-code-trello-integration,62,39,True,1,9,0,7,3196,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3474,2026-05-19,2026-05-19,True,114,3,0,0,,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-trello-integration.html,True,1,0,0,0,1,0,0,398,0
claude-code-troubleshooting-guide,57,34,True,1,11,0,6,2633,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,2748,2026-08-05,2026-08-05,True,36,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-troubleshooting-guide.html,True,1,0,0,0,0,0,0,446,1
claude-code-wantedly-integration,61,38,True,1,10,0,7,3191,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3279,2026-07-14,2026-07-14,True,58,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-wantedly-integration.html,True,1,0,0,0,0,0,0,505,0
claude-code-websearch-research-automation,56,33,True,1,10,0,0,3462,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3832,2026-04-29,2026-04-29,True,134,3,0,0,,0,無料相談はこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-websearch-research-automation.html,True,1,0,0,0,1,0,0,638,0
claude-code-wix-integration,60,37,True,1,11,0,7,3332,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3568,2026-06-12,2026-06-12,True,90,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-wix-integration.html,True,0,0,0,0,0,1,0,482,0
claude-code-wordpress-integration,63,40,True,1,9,0,7,3283,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3631,2026-06-05,2026-06-05,True,97,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-wordpress-integration.html,True,0,0,0,0,1,0,0,499,0
claude-code-x-twitter-integration,65,42,True,1,10,0,7,3649,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3949,2026-06-16,2026-06-16,True,86,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-x-twitter-integration.html,True,0,0,0,0,1,0,0,484,1
claude-code-yahoo-shopping-integration,42,19,True,1,10,0,7,3711,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3961,2026-06-29,2026-06-29,True,73,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-yahoo-shopping-integration.html,True,1,0,0,0,0,0,0,519,1
claude-code-yayoi-integration,60,37,True,1,10,0,7,3373,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3577,2026-06-29,2026-06-29,True,73,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-yayoi-integration.html,True,1,0,0,0,0,0,0,505,2
claude-code-youtube-integration,57,34,True,1,9,0,7,3200,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3544,2026-06-06,2026-06-06,True,96,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-youtube-integration.html,True,0,0,0,0,1,0,0,505,0
claude-code-zapier-integration,57,34,True,1,7,0,5,2130,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,2419,2026-05-07,2026-05-07,True,126,3,0,0,,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-zapier-integration.html,True,0,0,0,0,1,0,1,390,2
claude-code-zendesk-integration,58,35,True,1,11,0,7,3572,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3819,2026-06-10,2026-06-10,True,92,3,0,0,,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-zendesk-integration.html,True,0,0,0,0,0,1,0,510,0
claude-code-zoho-integration,59,36,True,1,12,0,0,4517,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4608,2026-07-25,2026-07-25,True,47,3,0,1,fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-zoho-integration.html,True,1,0,0,0,1,0,0,456,0
claude-code-zoom-integration,64,41,True,1,9,0,7,3081,3,True,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3360,2026-05-21,2026-05-21,True,112,3,0,0,,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-zoom-integration.html,True,1,0,0,0,1,0,0,388,0
moneyforward-mcp-accounting,58,35,True,1,9,1,7,4190,3,True,False,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4265,2026-04-12,2026-04-12,True,151,3,0,3,fonts.googleapis.com fonts.gstatic.com px.a8.net,0,無料相談→../#contact | 無料相談→../#contact,16,0,0,9,10,1,1,https://www.piste-ai.com/blog/moneyforward-mcp-accounting.html,True,0,0,0,0,1,0,0,604,0
