slug,title_len,title_core_len,title_suffix,h1_count,h2_count,h2_question,h2_numbered,body_chars,keypoints,keypoints_is_toc,keypoints_has_target,visible_pubdate,visible_moddate,visible_author,ld_types,ld_blocks,has_faqpage,faq_q_ld,faq_q_body,faq_h2,author_by_id,tel_in_ld,wordcount_ld,datePublished,dateModified,mod_eq_pub,age_days,related_cards,inbody_blog_links,ext_domains,ext_list,cta_coconala_text_to_contact,cta_links,img_count,img_no_wh,img_no_alt,img_non_webp,img_no_lazy,ga4_config,clarity,canonical,canonical_ok,n_200社,n_110社,n_70社,"n_3,000円","n_¥10,000","n_10,000円",n_1万円,intro_chars,has_evidence_words
claude-code-skills-knowledge,53,30,True,1,10,2,7,4639,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4933,2026-04-26,2026-09-10,False,137,3,2,1,code.claude.com,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-skills-knowledge.html,True,0,0,0,0,1,0,0,805,1
claude-code-slack-integration,62,39,True,1,10,2,0,3117,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3313,2026-05-06,2026-09-10,False,127,3,2,1,docs.slack.dev,0,無料相談はこちら→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-slack-integration.html,True,1,0,0,0,0,0,0,618,0
claude-code-slash-commands,53,30,True,1,10,2,6,3262,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3439,2026-04-20,2026-09-10,False,143,3,2,1,code.claude.com,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-slash-commands.html,True,0,0,0,0,1,0,0,596,0
claude-code-smaregi-integration,62,39,True,1,10,2,7,3620,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3748,2026-07-03,2026-09-10,False,69,3,2,2,fonts.googleapis.com smaregi.jp,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-smaregi-integration.html,True,0,0,0,0,1,0,0,629,1
claude-code-smarthr-integration,57,34,True,1,9,2,7,3383,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3554,2026-05-25,2026-09-10,False,108,3,2,1,smarthr.jp,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-smarthr-integration.html,True,0,0,0,0,1,0,0,642,0
claude-code-spec-change-log,45,22,True,1,11,2,0,5180,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5221,2026-09-05,2026-09-10,False,5,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-spec-change-log.html,True,0,0,0,0,0,0,0,808,0
claude-code-square-integration,66,43,True,1,9,2,7,3385,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3654,2026-06-03,2026-09-10,False,99,3,2,1,squareup.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-square-integration.html,True,0,0,0,0,1,0,0,588,0
claude-code-stores-integration,66,43,True,1,10,2,7,3354,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3469,2026-06-23,2026-09-10,False,79,3,2,2,fonts.googleapis.com stores.fun,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-stores-integration.html,True,0,0,0,0,1,0,0,594,0
claude-code-stripe-integration,59,36,True,1,10,2,7,4249,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4482,2026-04-25,2026-09-10,False,138,3,2,1,stripe.com,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-stripe-integration.html,True,0,0,0,0,1,0,0,753,1
claude-code-subagent-team,53,30,True,1,8,2,5,2648,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,2834,2026-04-19,2026-09-10,False,144,3,2,1,code.claude.com,0,相談してみる→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-subagent-team.html,True,0,0,0,0,1,0,0,498,2
claude-code-subcontractor-track-record,52,29,True,1,11,2,0,5755,3,False,True,True,False,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,False,True,True,5796,2026-09-10,2026-09-10,True,0,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入について相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-subcontractor-track-record.html,True,0,0,0,0,0,0,0,882,0
claude-code-subsidy-application-support,47,24,True,1,11,2,0,4129,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4262,2026-08-19,2026-09-10,False,22,3,2,2,fonts.googleapis.com mirasapo-plus.go.jp,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-subsidy-application-support.html,True,0,0,0,0,0,0,0,505,1
claude-code-survey-freetext-analysis,53,30,True,1,11,2,0,4415,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4533,2026-08-22,2026-09-10,False,19,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-survey-freetext-analysis.html,True,0,0,0,0,0,0,0,603,1
claude-code-tabelog-integration,60,37,True,1,10,2,7,3578,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3697,2026-06-28,2026-09-10,False,74,3,2,2,fonts.googleapis.com tabelog.com,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-tabelog-integration.html,True,0,0,0,0,0,0,0,630,2
claude-code-task-delegation-boundary,54,31,True,1,12,2,7,3219,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3253,2026-08-07,2026-09-10,False,34,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-task-delegation-boundary.html,True,0,0,0,0,0,0,0,475,1
claude-code-team-parallel-execution,55,32,True,1,10,2,0,3110,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3332,2026-04-30,2026-09-10,False,133,3,2,1,code.claude.com,0,無料相談はこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-team-parallel-execution.html,True,1,0,0,0,0,0,0,706,1
claude-code-threads-integration,61,38,True,1,9,2,6,3160,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3155,2026-07-18,2026-09-10,False,54,3,2,2,developers.facebook.com fonts.googleapis.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-threads-integration.html,True,0,0,0,0,0,0,0,605,0
claude-code-tiktok-integration,67,44,True,1,10,2,7,3630,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3747,2026-07-02,2026-09-10,False,70,3,2,2,ads.tiktok.com fonts.googleapis.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-tiktok-integration.html,True,0,0,0,0,1,0,0,630,1
claude-code-timee-integration,57,34,True,1,12,2,7,4517,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4509,2026-07-27,2026-09-10,False,45,3,2,2,fonts.googleapis.com timee.co.jp,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-timee-integration.html,True,0,0,0,0,1,0,0,627,0
claude-code-todoist-integration,63,40,True,1,10,2,7,4259,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,4463,2026-07-09,2026-09-10,False,63,3,2,2,fonts.googleapis.com todoist.com,0,お問い合わせ→../#contact | 導入サポートを相談する→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-todoist-integration.html,True,0,0,0,0,1,0,0,573,2
claude-code-trello-integration,62,39,True,1,9,2,7,3377,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3559,2026-05-19,2026-09-10,False,114,3,2,1,trello.com,0,,3,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-trello-integration.html,True,0,0,0,0,1,0,0,494,0
claude-code-troubleshooting-guide,57,34,True,1,11,2,6,2926,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,2936,2026-08-05,2026-09-10,False,36,3,2,2,code.claude.com fonts.googleapis.com,0,お問い合わせ→../#contact | お問い合わせはこちら→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-troubleshooting-guide.html,True,0,0,0,0,0,0,0,551,1
claude-code-wantedly-integration,61,38,True,1,10,2,7,3340,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3352,2026-07-14,2026-09-10,False,58,3,2,2,fonts.googleapis.com wantedly.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-wantedly-integration.html,True,0,0,0,0,0,0,0,581,0
claude-code-websearch-research-automation,56,33,True,1,10,2,0,3648,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,3937,2026-04-29,2026-09-10,False,134,3,2,1,code.claude.com,0,無料相談はこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-websearch-research-automation.html,True,1,0,0,0,1,0,0,719,0
claude-code-wix-integration,60,37,True,1,11,2,7,3533,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3679,2026-06-12,2026-09-10,False,90,3,2,1,ja.wix.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-wix-integration.html,True,0,0,0,0,0,1,0,572,0
claude-code-wordpress-integration,63,40,True,1,9,2,7,3472,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3735,2026-06-05,2026-09-10,False,97,3,2,1,developer.wordpress.org,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-wordpress-integration.html,True,0,0,0,0,1,0,0,584,0
claude-code-x-twitter-integration,65,42,True,1,10,2,7,3818,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4028,2026-06-16,2026-09-10,False,86,3,2,1,docs.x.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-x-twitter-integration.html,True,0,0,0,0,1,0,0,574,1
claude-code-yahoo-shopping-integration,42,19,True,1,10,2,7,3963,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,4127,2026-06-29,2026-09-10,False,73,3,2,2,developer.yahoo.co.jp fonts.googleapis.com,0,お問い合わせ→../#contact,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-yahoo-shopping-integration.html,True,0,0,0,0,0,0,0,605,1
claude-code-yayoi-integration,60,37,True,1,10,2,7,3545,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3664,2026-06-29,2026-09-10,False,73,3,1,2,fonts.googleapis.com yayoi-kk.co.jp,0,お問い合わせ→../#contact,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-yayoi-integration.html,True,0,0,0,0,0,0,0,590,2
claude-code-youtube-integration,57,34,True,1,9,2,7,3393,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3645,2026-06-06,2026-09-10,False,96,3,2,1,developers.google.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-youtube-integration.html,True,0,0,0,0,1,0,0,597,0
claude-code-zapier-integration,57,34,True,1,7,2,5,2316,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,3,3,True,True,True,2509,2026-05-07,2026-09-10,False,126,3,2,1,zapier.com,0,お問い合わせはこちら→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-zapier-integration.html,True,0,0,0,0,1,0,1,486,2
claude-code-zendesk-integration,58,35,True,1,11,2,7,3775,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,3932,2026-06-10,2026-09-10,False,92,3,2,1,developer.zendesk.com,0,導入サポートを相談する→../#contact,6,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-zendesk-integration.html,True,0,0,0,0,0,1,0,600,0
claude-code-zoho-integration,59,36,True,1,12,2,0,4703,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,0,True,True,True,4709,2026-07-25,2026-09-10,False,47,3,1,2,fonts.googleapis.com zoho.com,0,お問い合わせ→../#contact | ココナラで相談する→https://coconala.com/users/2208051,7,0,0,0,1,1,1,https://www.piste-ai.com/blog/claude-code-zoho-integration.html,True,0,0,0,0,1,0,0,541,0
claude-code-zoom-integration,64,41,True,1,9,2,7,3231,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,4,4,True,True,True,3413,2026-05-21,2026-09-10,False,112,3,2,1,developers.zoom.us,0,,4,0,0,0,0,1,1,https://www.piste-ai.com/blog/claude-code-zoom-integration.html,True,0,0,0,0,1,0,0,485,0
moneyforward-mcp-accounting,58,35,True,1,9,3,7,4412,3,False,True,True,True,True,Organization+ProfessionalService Person WebSite BlogPosting BreadcrumbList FAQPage,1,True,5,0,True,True,True,4394,2026-04-12,2026-09-10,False,151,3,2,3,fonts.googleapis.com fonts.gstatic.com px.a8.net,0,無料相談→../#contact | 無料相談→../#contact,16,0,0,9,10,1,1,https://www.piste-ai.com/blog/moneyforward-mcp-accounting.html,True,0,0,0,0,1,0,0,724,0
